,0,1
1180,"McClain High School,Tulsa,OK","{'lat': 36.2251805, 'lng': -95.97485999999999}"
1181,"Detroit Collegiate Preparatory High School,Detroit,MI","{'lat': 42.3585276, 'lng': -83.10333539999999}"
1182,"Alpine High School,Alpine,TX","{'lat': 30.3719884, 'lng': -103.665691}"
1183,"Cedar Rapids Jefferson High School,Cedar Rapids,IA","{'lat': 41.965818, 'lng': -91.69870399999999}"
1184,"T.A Wilson Academy (bus),Jackson,MS","{'lat': 42.2406803, 'lng': -84.4127116}"
1185,"Townville Elementary School,Townville,SC","{'lat': 34.5636737, 'lng': -82.90239919999999}"
1186,"Christ of King Jesuit College Prep (bus),Chicago,IL","{'lat': 41.876816, 'lng': -87.7527682}"
1187,"Dunbar HIgh School,Fort Worth,TX","{'lat': 32.7197933, 'lng': -97.23101899999999}"
1188,"Vigor High School,Mobile,AL","{'lat': 30.7431734, 'lng': -88.0803667}"
1189,"Linden McKinley STEM Academy,Columbus,OH","{'lat': 40.0098443, 'lng': -82.97386209999999}"
1190,"Benjamin E. Mays High School,Atlanta,GA","{'lat': 33.73413, 'lng': -84.5038407}"
1191,"June Jordan High School for Equity,San Francisco,CA","{'lat': 37.7193732, 'lng': -122.4248772}"
1192,"Union Middle School,Sandy,UT","{'lat': 40.6070561, 'lng': -111.8744463}"
1193,"Grand Junction High School,Grand Junction,CO","{'lat': 39.08029399999999, 'lng': -108.5632142}"
1194,"Berthoud High School,Berthoud,CO","{'lat': 40.29891, 'lng': -105.0865215}"
1195,"Bay City Western High School,Auburn,MI","{'lat': 43.6049505, 'lng': -84.0782016}"
1196,"Crossroads Elementary School,St. Paul,MN","{'lat': 44.970808, 'lng': -93.12288199999999}"
1197,"Mueller Park Junior High School,Bountiful,UT","{'lat': 40.8723846, 'lng': -111.8611858}"
1198,"Hug High School,Reno,NV","{'lat': 39.5551599, 'lng': -119.7972747}"
1199,"Bayless High School,St. Louis,MO","{'lat': 38.5521111, 'lng': -90.3014565}"
1200,"Alexander City Middle School,Alexander City,AL","{'lat': 32.9452457, 'lng': -85.94867169999999}"
1201,"Franklin County Elementary School,Eastpoint,FL","{'lat': 29.7434142, 'lng': -84.8756472}"
1202,"West Liberty-Salem High School,West Liberty,OH","{'lat': 40.21597999999999, 'lng': -83.754573}"
1203,"South Aiken High School,Aiken,SC","{'lat': 33.52191639999999, 'lng': -81.7127986}"
1204,"Scotlandville Magnet High School,Baton Rouge,LA","{'lat': 30.5338936, 'lng': -91.17598500000001}"
1205,"Maplewood Middle School,Maplewood,MN","{'lat': 44.9982598, 'lng': -92.99906399999999}"
1206,"King City High School,King City,CA","{'lat': 36.2095234, 'lng': -121.1342819}"
1207,"Linton Middle School,Penn HIlls,PA","{'lat': 40.48101339999999, 'lng': -79.8131504}"
1208,"North Park Elementary School,San Bernardino,CA","{'lat': 34.1792964, 'lng': -117.301319}"
1209,"Booker T. Washington High School,Tulsa,OK","{'lat': 36.1887559, 'lng': -95.9708218}"
1210,"Moss Bluff Elementary School,Lake Charles,LA","{'lat': 30.2994839, 'lng': -93.2033544}"
1211,"Kerbyville High School,Kirbyville,TX","{'lat': 30.6485512, 'lng': -93.8967656}"
1212,"McMillan Middle School,Omaha,NE","{'lat': 41.3183172, 'lng': -95.9702145}"
1213,"Greensboro High School,Greensboro,AL","{'lat': 32.7079616, 'lng': -87.5882996}"
1214,"Warren Elementary School,Chicago,IL","{'lat': 41.7277223, 'lng': -87.57500800000001}"
1215,"Wilson High School,Florence,SC","{'lat': 34.2196763, 'lng': -79.73121429999999}"
1216,"Hickman Academy Preparatory School,Milwaukee,WI","{'lat': 43.08978810000001, 'lng': -87.99262790000002}"
1217,"Spanish Fork High School,Spanish Fork,UT","{'lat': 40.1110631, 'lng': -111.6604898}"
1218,"Lithia Spring High,Lithia Springs,GA","{'lat': 33.7555711, 'lng': -84.65786299999999}"
1219,"North Little Rock High School,North Little Rock,AR","{'lat': 34.7760588, 'lng': -92.2680571}"
1220,"Columbus Scioto 6-12,Columbus,OH","{'lat': 39.9015268, 'lng': -82.99680579999999}"
1221,"Freeman High School,Rockford,WA","{'lat': 47.5200002, 'lng': -117.1963944}"
1222,"Mattoon High School,Mattoon,IL","{'lat': 39.4736535, 'lng': -88.3859982}"
1223,"Lees Summit North High School,Lees Summit,MO","{'lat': 38.9289881, 'lng': -94.3777698}"
1224,"Sun Valley High School,Los Angeles,CA","{'lat': 34.2353606, 'lng': -118.3974749}"
1225,"Purchase Line Elementary School,Commodore,PA","{'lat': 40.7352998, 'lng': -78.91215480000001}"
1226,"Pattengill Academy,Lansing,MI","{'lat': 42.7397979, 'lng': -84.52471779999999}"
1227,"Benjamin Banneker High School,College Park,GA","{'lat': 33.5907246, 'lng': -84.5193255}"
1228,"Lakeview Academy,Milledgeville,GA","{'lat': 33.090509, 'lng': -83.264271}"
1229,"Rancho Tehama Elementary School,Rancho Tehama Reserve,CA","{'lat': 40.0187733, 'lng': -122.3930923}"
1230,"Lake Minneola High School,Minneola,FL","{'lat': 28.5808852, 'lng': -81.71978349999999}"
1231,"North Side High School,Jackson,TN","{'lat': 35.6922572, 'lng': -88.8280262}"
1232,"Manual High School,Denver,CO","{'lat': 39.7556641, 'lng': -104.9666401}"
1233,"Booksin Elementary School,San Jose,CA","{'lat': 37.2883241, 'lng': -121.9057206}"
1234,"Bath High School,Lima,OH","{'lat': 40.77300959999999, 'lng': -84.0522585}"
1235,"Salem High School,Virginia Beach,VA","{'lat': 36.7827184, 'lng': -76.143682}"
1236,"Aztec High School,Aztec,NM","{'lat': 36.820791, 'lng': -107.9907369}"
1237,"High Point Central High School,High Point,NC","{'lat': 35.95704449999999, 'lng': -80.0212276}"
1238,"Sam Rayburn High School,Pasadena,TX","{'lat': 29.677453, 'lng': -95.18246529999999}"
1239,"Elisha M. Pease Elementary School,Dallas,TX","{'lat': 32.6978403, 'lng': -96.7733238}"
1240,"Beecher High School,Beecher,MI","{'lat': 43.0984267, 'lng': -83.71533889999999}"
1241,"Lincoln Elementary School,Lancaster,CA","{'lat': 34.6829523, 'lng': -118.1038675}"
1242,"Edna Karr High School,Algiers,LA","{'lat': 29.9201583, 'lng': -90.0045882}"
1243,"Pinewood Elementary School,Marysville,WA","{'lat': 48.07287119999999, 'lng': -122.1608785}"
1244,"New Start High School,Seattle,WA","{'lat': 47.4961671, 'lng': -122.3424947}"
1245,"Forest City School Bus,Forest City,IA","{'lat': 43.264755, 'lng': -93.6468386}"
1246,"Coronado Elementary School,Sierra Vista,AZ","{'lat': 31.4756376, 'lng': -110.1955773}"
1247,"Montpelier High School,Montpelier,VT","{'lat': 44.2605339, 'lng': -72.58699440000001}"
1248,"Italy High School,Italy,TX","{'lat': 32.1809156, 'lng': -96.87855719999999}"
1249,"NET Charter High School,New Orleans,LA","{'lat': 29.9399583, 'lng': -90.0796829}"
1250,"Marshall County High School,Benton,KY","{'lat': 36.9128027, 'lng': -88.3327633}"
1251,"Murphy High School,Mobile,AL","{'lat': 30.682838, 'lng': -88.08663039999999}"
1252,"Dearborn High School,Dearborn,MI","{'lat': 42.3087957, 'lng': -83.26171099999999}"
1253,"Lincoln High School,Philadelphia,PA","{'lat': 40.0442037, 'lng': -75.0419129}"
1254,"Salvador B. Castro Middle School,Los Angeles,CA","{'lat': 34.06128169999999, 'lng': -118.2629132}"
1255,"Harmony Learning Center,Maplewood,MN","{'lat': 45.021273, 'lng': -93.0174907}"
1256,"Oxon Hill High School,Oxon Hill,MD","{'lat': 38.797249, 'lng': -76.993634}"
1257,"The Metropolitan HIgh School,New York,NY","{'lat': 40.7088459, 'lng': -73.8557889}"
1258,"Peal-Cohn High School,Nashville,TN","{'lat': 36.1643234, 'lng': -86.8149392}"
1259,"Marjory Stoneman Douglas High School,Parkland,FL","{'lat': 26.304503, 'lng': -80.26945700000002}"
1260,"North Broward Preparatory School,Coconut Creek,FL","{'lat': 26.3264542, 'lng': -80.1824127}"
1261,"Jackson Memorial Middle School,Massillon,OH","{'lat': 40.8671021, 'lng': -81.4864226}"
1262,"Oakland High School,Tacoma,WA","{'lat': 47.23008069999999, 'lng': -122.4856235}"
1263,"Dalton High School,Dalton,GA","{'lat': 34.7794315, 'lng': -84.9860094}"
1264,"Kingston High School,Cadet,MO","{'lat': 38.06802649999999, 'lng': -90.7453537}"
1265,"Huffman High School,Birmingham,AL","{'lat': 33.6112208, 'lng': -86.6831918}"
1266,"Frederick Douglass High School,Lexington,KY","{'lat': 38.0395314, 'lng': -84.4357461}"
1267,"Seaside High School,Seaside,CA","{'lat': 36.6247147, 'lng': -121.837884}"
1268,"George Washington Middle School,Alexandria,VA","{'lat': 38.8158603, 'lng': -77.0554569}"
1269,"Big Sky High School,Missoula,MT","{'lat': 46.8504398, 'lng': -114.0577609}"
1270,"Douglass Park Elementary School,Portsmouth,VA","{'lat': 36.8183149, 'lng': -76.3393191}"
1271,"Great Mills High School,Great Mills,MD","{'lat': 38.2474355, 'lng': -76.48741749999999}"
1272,"Eupora High School,Eupora,MS","{'lat': 33.5432173, 'lng': -89.2742085}"
1273,"Gloversville Middle School,Gloversville,NY","{'lat': 43.0529635, 'lng': -74.3640392}"
1274,"Rayton South Middle School,Rayton,MO","{'lat': 38.9727951, 'lng': -94.489986}"
1275,"Jackson High School,Jackson,MI","{'lat': 42.2497577, 'lng': -84.4184976}"
1276,"Forest High School,Ocala,FL","{'lat': 29.1428356, 'lng': -82.0673453}"
1277,"Benjamin E. Mays High School,Atlanta,GA","{'lat': 33.73413, 'lng': -84.5038407}"
1278,"Waynesboro Elementary School,Waynesboro,TN","{'lat': 35.3084288, 'lng': -87.7611048}"
1279,"Enemy Swim Day School,Waubay,SD","{'lat': 45.4253613, 'lng': -97.2934787}"
1280,"Highland High School,Palmdale,CA","{'lat': 34.5922192, 'lng': -118.1755487}"
1281,"Dixon High School,Dixon,IL","{'lat': 41.8466269, 'lng': -89.4891669}"
1282,"Central High School,Kansas City,MO","{'lat': 39.06676300000001, 'lng': -94.541744}"
1283,"Santa Fe High School,Santa Fe,TX","{'lat': 29.3922268, 'lng': -95.14242}"
1284,"Mount Zion High School,Atlanta,GA","{'lat': 33.5546797, 'lng': -84.3105643}"
1285,"Beaverbrook Elementary School,Griffin,GA","{'lat': 33.321488, 'lng': -84.295559}"
1286,"Noblesville West Middle School,Noblesville,IN","{'lat': 40.077283, 'lng': -86.03118800000001}"
1287,"McKinney North High School,McKinney,TX","{'lat': 33.2306807, 'lng': -96.642534}"
1288,"Valley Elementary School,Beaver Creek,OH","{'lat': 39.7178653, 'lng': -84.0707338}"
1289,"Grant High School,Portland,OR","{'lat': 45.53905109999999, 'lng': -122.6268374}"
1290,"Skyline High School,Dallas,TX","{'lat': 32.7805044, 'lng': -96.69004629999999}"
1291,"Sentinel High School,Missoula,MT","{'lat': 46.8471045, 'lng': -114.0095543}"
1292,"Fulton Elementary School,Springfield,MO","{'lat': 39.9179726, 'lng': -83.8245752}"
1293,"Raineshaven Elementary School,Memphis,TN","{'lat': 35.0405273, 'lng': -90.04928199999999}"
1294,"Sunrise Point Elementary School,Overland,KS","{'lat': 38.8435107, 'lng': -94.6378824}"
1295,"Milkovich Middle School,Maple Heights,OH","{'lat': 41.41493579999999, 'lng': -81.5401014}"
1296,"Hurricane High School,Hurricane,WV","{'lat': 38.4377203, 'lng': -82.0057994}"
1297,"West Valley Middle School,Yakima,WA","{'lat': 46.5790038, 'lng': -120.6089187}"
1298,"Edgewood High School,Edgewood,MD","{'lat': 39.4221685, 'lng': -76.2860865}"
1299,"Palm Beach Central High School,Wellington,FL","{'lat': 26.652448, 'lng': -80.179552}"
1300,"Raines High School,Jacksonville,FL","{'lat': 30.3822126, 'lng': -81.7092892}"
1301,"Metro East Lutheran High School,Chicago,IL","{'lat': 38.7876032, 'lng': -89.9688781}"
1302,"Cole Middle School,Denver,CO","{'lat': 39.7631176, 'lng': -104.971226}"
1303,"Towne Point Elementary School,Dover,DE","{'lat': 39.1781352, 'lng': -75.5217558}"
1304,"Villa Heights Elementary School,Charlotte,NC","{'lat': 35.2367612, 'lng': -80.8126726}"
1305,"
Ottawa Hills High School,Grand Rapids,MI","{'lat': 42.9257517, 'lng': -85.6273537}"
1306,"North Scott Junior High School,Eldridge,IA","{'lat': 41.65077230000001, 'lng': -90.5891055}"
1307,"Luisa Pineiro Fuentes School of Science and Discovery,New York,NY","{'lat': 40.8691591, 'lng': -73.90187569999999}"
1308,"Providence Career and Technical Academy,Providence,RI","{'lat': 41.816389, 'lng': -71.42206039999999}"
1309,"Gilroy High School,Gilroy,CA","{'lat': 36.9950502, 'lng': -121.5763444}"
1310,"Chatham Academy High School,Chicago,IL","{'lat': 41.7300091, 'lng': -87.6069524}"
1311,"Fairley High School,Memphis,TN","{'lat': 35.011956, 'lng': -90.051048}"
1312,"Canyon Springs High School,Las Vegas,NV","{'lat': 36.233333, 'lng': -115.136111}"
1313,"Boynton Beach High School,Boynton Beach,FL","{'lat': 26.5417603, 'lng': -80.08350980000002}"
1314,"Mariner High School,Everett,WA","{'lat': 47.887831, 'lng': -122.2363741}"
1315,"Blossomwood Elementary School,Huntsville,AL","{'lat': 34.723494, 'lng': -86.56701559999999}"
1316,"CHAMPS Charter High School,Los Angeles,CA","{'lat': 34.1951647, 'lng': -118.4482843}"
1317,"Lawrence Orr Elementary School,Charlotte,NC","{'lat': 35.2261011, 'lng': -80.7440106}"
1318,"Central High School,Philadelphia,PA","{'lat': 40.0374048, 'lng': -75.15031689999999}"
1319,"Maree Garnett Farring Elementary/Middle School,Baltimore,MD","{'lat': 39.2368578, 'lng': -76.60697259999999}"
1320,"Hebron High School,Carrollton,TX","{'lat': 33.0358379, 'lng': -96.85837699999999}"
1321,"Chicot Elementary School,Little Rock,AR","{'lat': 34.6491779, 'lng': -92.36568129999999}"
1322,"Denali Montessori Elementary School,Anchorage,AK","{'lat': 61.2132436, 'lng': -149.880805}"
1323,"Jason Lee Elementary School,Portland,OR","{'lat': 45.53776449999999, 'lng': -122.5674}"
1324,"Haywood High School,Brownsville,TN","{'lat': 35.6012279, 'lng': -89.24746209999999}"
1325,"Lake Taylor High School,Norfolk,VA","{'lat': 36.8705817, 'lng': -76.1981392}"
1326,"McGavock High School,Nashville,TN","{'lat': 36.1857094, 'lng': -86.6779701}"
1327,"Gossler Park Elementary School,Manchester,NH","{'lat': 42.9894476, 'lng': -71.4796472}"
1328,"Cody High School,Detroit,MI","{'lat': 42.3612493, 'lng': -83.220766}"
1329,"Butler High School,Matthews,NC","{'lat': 35.1208343, 'lng': -80.6911181}"
1330,"Crums Lane Elementary School,Louisville,KY","{'lat': 38.1928321, 'lng': -85.839106}"
1331,"Academy of Hope,Conway,SC","{'lat': 33.8382379, 'lng': -79.128355}"
1332,"Cleveland Elementary School,Santa Barbara,CA","{'lat': 34.4287525, 'lng': -119.6715096}"
1333,"Simonsdale Elementary School,Portsmouth,VA","{'lat': 36.8268365, 'lng': -76.3662682}"
1334,"Pentwater Public School,Pentwater,MI","{'lat': 43.7835354, 'lng': -86.4245176}"
1335,"Mount Rainier High School,Des Moines,WA","{'lat': 47.3997827, 'lng': -122.3077305}"
1336,"Skyline High School,Dallas,TX","{'lat': 32.7805044, 'lng': -96.69004629999999}"
1337,"Strawberry Mansion High School,Philadelphia,PA","{'lat': 39.990484, 'lng': -75.18408629999999}"
1338,"Cawood Elementary School,Cawood,KY","{'lat': 36.7846496, 'lng': -83.22990899999999}"
1339,"Dennis Intermediate School,Richmond,IN","{'lat': 39.831731, 'lng': -84.911924}"
1340,"Winnetonka High School,Kansas City,MO","{'lat': 39.17943, 'lng': -94.50950399999999}"
1341,"Central Elementary School,Belmont,CA","{'lat': 37.52401090000001, 'lng': -122.2822173}"
1342,"Cascade Middle School,Eugene,OR","{'lat': 44.07868, 'lng': -123.1668485}"
1343,"Central High School,Tuscaloosa,AL","{'lat': 33.1981643, 'lng': -87.5490995}"
1344,"Hazelwood East High School,St. Louis,MO","{'lat': 38.7761175, 'lng': -90.2354464}"
1345,"Sheppard Middle School,Durham,NC","{'lat': 35.9654408, 'lng': -78.89977549999999}"
1346,"Lakewood Middle School,Overland Park,KS","{'lat': 38.8628353, 'lng': -94.662323}"
1347,"Southern Hills Elementary School,Shreveport,LA","{'lat': 32.4033528, 'lng': -93.779386}"
1348,"Manassas High School,Memphis,TN","{'lat': 35.1707184, 'lng': -90.0322099}"
1349,"Davidson High School,Mobile,AL","{'lat': 30.6623856, 'lng': -88.1464481}"
1350,"Miller Grove High School,Lithonia,GA","{'lat': 33.7099216, 'lng': -84.1490931}"
1351,"Atascocita High School,Atascocita,TX","{'lat': 29.9794915, 'lng': -95.17147179999999}"
1352,"Minneapolis School District Bus,Minneapolis,MN","{'lat': 44.9785547, 'lng': -93.2921863}"
1353,"Frederick Douglass High School,Baltimore,MD","{'lat': 39.3147394, 'lng': -76.6549423}"
1354,"V. Sue Cleveland High School,Rio Rancho,NM","{'lat': 35.312078, 'lng': -106.64242}"
1355,"Eaglecrest High School,Aurora,CO","{'lat': 39.6242626, 'lng': -104.7350475}"
1356,"Robert E. Lee High School,Montgomery,AL","{'lat': 32.3785306, 'lng': -86.2720641}"
1357,"Highlands Elementary School,Mission,KS","{'lat': 39.0167811, 'lng': -94.64088269999999}"
1358,"Lake Mary High School,Orlando,FL","{'lat': 28.3812054, 'lng': -81.2455296}"
1359,"Blountsville Elementary School,Blountsville,AL","{'lat': 34.0850047, 'lng': -86.5861108}"
1360,"Prescott 
High School,Prescott,AR","{'lat': 33.7913217, 'lng': -93.37755159999999}"
1361,"Saint Clair Evans Academy,Jacksonville,FL","{'lat': 30.3723628, 'lng': -81.68589469999999}"
1362,"St. Josaphat Parish School,Milwaukee,WI","{'lat': 43.0025803, 'lng': -87.92160609999999}"
1363,"Hood Elementary School,Lynn,MA","{'lat': 42.4783516, 'lng': -70.9384518}"
1364,"Washington Middle School,Lyons,IL","{'lat': 41.8185075, 'lng': -87.8234585}"
1365,"Concord High School,Concord,AR","{'lat': 35.6634937, 'lng': -91.8481664}"
1366,"Wynbrooke Elementary Theme School,Stone Mountain,GA","{'lat': 33.7880759, 'lng': -84.1113273}"
1367,"Creekside High School,Fairburn,GA","{'lat': 33.5582841, 'lng': -84.6279637}"
1368,"C.D. Hylton High School,Woodbridge,VA","{'lat': 38.6492862, 'lng': -77.3845405}"
1369,"Weightman Middle School,Wesley Chapel,FL","{'lat': 28.2556948, 'lng': -82.3068533}"
1370,"STEM School Highlands Ranch,Highlands Ranch,CO","{'lat': 39.5558326, 'lng': -104.9979225}"
1371,"Parkrose High School,Portland,OR","{'lat': 45.55295539999999, 'lng': -122.5407149}"
1372,"Terry Parker High School,Jacksonville,FL","{'lat': 30.342184, 'lng': -81.57536999999999}"
